road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
highway,5,0.333,35,daylight,clear,True,True,morning,False,False,0,0.2039
highway,1,0.2997,70,daylight,clear,False,True,afternoon,False,True,2,0.3306
highway,5,0.213,35,dim,clear,True,True,morning,True,True,5,0.3604
urban,4,0.0305,35,night,clear,True,False,afternoon,False,False,0,0.1998
rural,4,0.1134,60,dim,clear,True,True,morning,False,True,9,0.4243
urban,2,0.2029,45,daylight,clear,True,True,afternoon,False,False,4,0.1789
urban,3,0.0883,45,dim,clear,False,True,morning,False,False,7,0.2205
urban,1,0.343,35,dim,rainy,True,True,afternoon,False,False,0,0.1785
urban,2,0.3075,25,night,rainy,True,True,morning,True,False,6,0.2566
highway,5,0.1171,35,night,clear,True,True,morning,False,True,4,0.3302
urban,1,0.2119,45,dim,rainy,True,True,afternoon,False,False,1,0.2027
rural,1,0.3037,45,dim,clear,True,False,morning,False,True,6,0.3383
rural,5,0.1799,45,daylight,clear,True,False,afternoon,False,False,9,0.2897
urban,2,0.3995,70,dim,clear,True,True,afternoon,False,False,6,0.2517
highway,2,0.3647,45,daylight,clear,False,True,morning,False,False,6,0.3756
urban,4,0.1403,60,night,rainy,True,True,morning,False,True,0,0.2827
highway,1,0.5191,60,night,clear,True,False,afternoon,False,False,4,0.4074
highway,2,0.3583,45,dim,clear,True,True,morning,False,False,4,0.3528
highway,1,0.3614,35,daylight,rainy,False,True,evening,False,True,8,0.5017
rural,4,0.332,25,dim,foggy,True,True,morning,True,False,8,0.4792
urban,3,0.2884,60,daylight,clear,True,True,afternoon,False,False,8,0.2799
urban,3,0.5266,25,daylight,clear,True,True,morning,False,False,8,0.2233
rural,4,0.1012,60,daylight,rainy,True,True,evening,False,False,6,0.3884
urban,6,0.0524,45,daylight,rainy,True,True,evening,False,False,1,0.217
highway,1,0.1677,45,daylight,foggy,True,True,afternoon,True,True,10,0.4752
rural,2,0.1097,45,daylight,clear,True,True,morning,False,True,7,0.3055
urban,2,0.1675,45,night,clear,True,True,morning,False,False,5,0.23
urban,6,0.0287,70,dim,clear,True,True,evening,False,False,0,0.2075
urban,6,0.5807,60,daylight,foggy,True,True,morning,False,False,4,0.3278
rural,5,0.3563,70,night,foggy,True,False,evening,False,False,6,0.6256
urban,6,0.2394,45,daylight,rainy,True,True,evening,True,False,6,0.4122
rural,2,0.1575,45,daylight,rainy,True,True,morning,False,False,7,0.2759
rural,1,0.2075,35,night,clear,True,True,morning,False,True,3,0.3224
urban,1,0.3299,45,daylight,clear,True,True,morning,False,False,2,0.1751
rural,4,0.1143,45,night,rainy,True,True,evening,False,False,4,0.4503
rural,5,0.4873,45,daylight,clear,True,True,afternoon,False,True,5,0.3187
rural,2,0.0703,25,dim,clear,False,True,afternoon,False,True,4,0.2864
highway,1,0.4338,45,daylight,foggy,True,True,evening,False,False,3,0.3107
urban,1,0.1449,70,daylight,foggy,True,True,afternoon,True,True,8,0.3531
urban,3,0.2103,70,night,rainy,True,True,afternoon,False,True,5,0.3654
highway,1,0.213,45,dim,clear,False,False,afternoon,False,True,1,0.3386
urban,6,0.39,25,night,clear,False,True,afternoon,False,True,3,0.2949
urban,5,0.5951,35,dim,clear,True,True,evening,False,True,8,0.4261
rural,2,0.4789,45,daylight,foggy,True,True,morning,False,True,6,0.3741
rural,3,0.3398,60,daylight,clear,True,True,afternoon,False,True,2,0.2709
urban,1,0.3273,45,dim,rainy,True,True,afternoon,False,False,0,0.1236
rural,5,0.63,60,dim,rainy,True,False,morning,False,True,7,0.4871
urban,4,0.0847,25,dim,clear,False,True,morning,False,False,2,0.2113
rural,2,0.3096,25,dim,clear,True,True,afternoon,True,True,6,0.2845
rural,4,0.2655,35,night,clear,True,False,evening,True,True,10,0.5255
rural,5,0.5274,35,night,clear,True,True,evening,False,True,7,0.4383
rural,4,0.2321,60,daylight,clear,True,True,evening,False,False,9,0.366
urban,6,0.1532,35,daylight,rainy,False,True,afternoon,False,False,6,0.3237
urban,2,0.1213,35,dim,foggy,True,True,evening,False,False,4,0.2393
urban,5,0.2568,60,night,clear,True,True,morning,False,False,4,0.3115
urban,1,0.1414,60,daylight,clear,False,True,afternoon,False,False,8,0.2963
rural,4,0.3188,70,daylight,rainy,True,False,morning,False,False,7,0.3907
rural,3,0.0333,35,dim,rainy,True,True,evening,True,True,5,0.3985
urban,4,0.2056,25,daylight,clear,True,True,afternoon,False,False,6,0.225
highway,5,0.2563,25,night,clear,True,True,afternoon,False,False,10,0.4275
rural,3,0.3097,35,daylight,foggy,True,True,evening,False,True,7,0.3928
urban,5,0.0926,45,daylight,clear,True,True,morning,True,True,0,0.1737
urban,5,0.4834,35,daylight,clear,False,True,afternoon,False,False,10,0.2901
rural,3,0.1703,70,daylight,rainy,True,True,afternoon,False,True,10,0.4061
urban,5,0.0846,60,dim,clear,True,True,morning,False,True,7,0.2722
highway,3,0.1679,60,daylight,clear,True,True,afternoon,False,False,9,0.3349
rural,1,0.2378,45,daylight,clear,True,True,evening,False,False,9,0.4083
highway,5,0.3444,60,daylight,clear,True,True,evening,False,True,10,0.4635
urban,1,0.0791,45,daylight,clear,True,True,morning,False,True,8,0.2083
rural,2,0.5502,35,dim,clear,False,True,afternoon,False,False,8,0.4315
highway,4,0.2669,25,daylight,clear,True,True,morning,False,False,8,0.3178
urban,1,0.2031,45,dim,clear,True,True,afternoon,False,False,3,0.1758
urban,4,0.2895,45,dim,clear,True,True,afternoon,False,True,5,0.2471
rural,3,0.0349,35,dim,clear,True,True,afternoon,False,True,10,0.3708
highway,2,0.217,70,daylight,foggy,True,True,afternoon,False,True,8,0.4695
rural,3,0.1325,70,night,clear,True,False,afternoon,False,True,1,0.3743
rural,5,0.0886,25,night,rainy,True,True,morning,False,False,7,0.3587
rural,6,0.3641,60,daylight,clear,True,True,evening,False,True,9,0.4515
urban,4,0.208,45,night,clear,False,True,evening,False,False,9,0.4362
urban,6,0.2212,60,daylight,clear,True,True,morning,False,True,3,0.2623
urban,3,0.3074,45,daylight,clear,False,True,morning,True,True,4,0.2057
urban,4,0.1564,45,dim,rainy,True,True,afternoon,False,True,6,0.3465
highway,5,0.4353,45,night,rainy,True,True,evening,False,False,2,0.4497
rural,6,0.0329,35,night,clear,True,True,morning,True,True,7,0.4895
highway,5,0.0271,45,dim,clear,True,True,evening,False,False,8,0.3702
urban,6,0.1224,45,dim,rainy,False,True,afternoon,False,False,7,0.4027
urban,4,0.4119,45,daylight,rainy,True,True,afternoon,False,False,3,0.3315
highway,2,0.1424,45,daylight,clear,False,True,evening,False,True,2,0.3804
urban,4,0.5184,25,night,clear,True,True,morning,False,False,2,0.3173
urban,4,0.2487,35,night,foggy,False,True,morning,False,False,2,0.3629
urban,3,0.208,25,daylight,rainy,True,True,evening,False,True,3,0.2579
urban,4,0.1583,70,daylight,clear,True,True,evening,False,False,2,0.2787
highway,2,0.0334,35,daylight,clear,True,True,morning,True,True,0,0.2627
rural,2,0.1381,70,dim,clear,True,True,morning,False,False,3,0.2323
highway,6,0.7084,35,night,rainy,True,True,morning,False,True,2,0.4708
highway,4,0.3619,25,daylight,clear,True,True,morning,False,True,6,0.2555
urban,1,0.1454,35,daylight,clear,False,True,evening,False,False,10,0.2504
rural,6,0.0952,60,dim,clear,True,True,afternoon,False,True,9,0.3337
urban,6,0.1749,25,daylight,foggy,True,True,afternoon,False,True,7,0.4228
urban,4,0.1018,70,night,clear,True,True,morning,False,False,0,0.2104
highway,3,0.2028,45,dim,clear,True,True,afternoon,True,False,8,0.3891
urban,1,0.3386,45,night,clear,False,True,morning,False,False,2,0.2213
urban,5,0.3103,45,daylight,clear,True,True,morning,False,False,3,0.1058
urban,5,0.3004,35,night,foggy,False,False,morning,False,True,9,0.4775
urban,1,0.5912,60,night,clear,False,True,morning,True,True,9,0.4717
urban,6,0.3805,45,night,clear,True,True,evening,False,False,4,0.3336
urban,4,0.3512,60,daylight,clear,True,True,evening,False,False,10,0.3703
urban,5,0.2153,25,night,clear,True,True,afternoon,False,False,5,0.2631
highway,3,0.3849,35,daylight,rainy,True,True,morning,False,False,9,0.3911
urban,5,0.4413,25,daylight,rainy,False,True,morning,False,True,2,0.3257
urban,3,0.1936,60,daylight,rainy,True,True,evening,False,True,0,0.2379
urban,1,0.3964,35,daylight,clear,True,True,evening,False,True,7,0.2561
rural,3,0.3082,60,daylight,clear,True,True,afternoon,False,True,8,0.3059
rural,2,0.227,60,dim,clear,True,True,evening,False,True,6,0.4169
highway,2,0.3097,60,daylight,clear,True,True,morning,False,False,10,0.3433
rural,2,0.1554,70,night,clear,True,True,morning,True,True,2,0.39
urban,2,0.5289,45,night,clear,True,True,afternoon,False,True,3,0.2845
urban,1,0.1597,45,dim,clear,True,True,morning,False,False,6,0.209
rural,3,0.1662,70,dim,clear,False,False,afternoon,False,False,10,0.4434
rural,6,0.2258,45,daylight,rainy,True,True,afternoon,False,False,10,0.3636
urban,4,0.3361,45,night,rainy,True,True,morning,False,False,4,0.3012
rural,2,0.2858,45,night,clear,True,True,evening,False,False,4,0.3465
highway,2,0.2134,60,daylight,clear,True,True,afternoon,False,False,0,0.2348
rural,5,0.1933,45,daylight,foggy,True,True,morning,False,True,6,0.3994
rural,2,0.6108,35,night,rainy,True,True,afternoon,False,False,9,0.4649
rural,4,0.1807,45,daylight,rainy,True,True,afternoon,True,True,7,0.3788
urban,4,0.5341,70,daylight,clear,True,True,morning,False,False,2,0.2603
urban,6,0.2265,45,dim,rainy,True,True,evening,False,True,10,0.3646
urban,5,0.1516,60,daylight,clear,False,True,morning,False,True,7,0.3224
urban,6,0.2772,60,daylight,clear,True,True,evening,False,False,1,0.2402
highway,1,0.3082,25,daylight,clear,True,True,afternoon,False,True,0,0.1886
urban,6,0.1901,60,night,foggy,True,True,afternoon,True,False,7,0.4415
rural,1,0.1215,35,daylight,clear,True,True,morning,False,False,5,0.2665
rural,3,0.2318,25,daylight,clear,True,False,morning,False,False,7,0.2853
rural,6,0.4784,45,night,clear,True,True,morning,True,False,7,0.4109
rural,6,0.2248,70,dim,clear,True,True,evening,False,True,6,0.4995
rural,4,0.1283,45,daylight,clear,False,True,afternoon,False,False,7,0.357
urban,4,0.5203,60,night,foggy,True,True,evening,False,False,1,0.4027
highway,6,0.2432,35,dim,clear,True,True,evening,False,False,7,0.3379
urban,2,0.1456,35,night,rainy,True,True,morning,False,False,10,0.2952
urban,2,0.2273,70,daylight,clear,True,True,morning,True,False,4,0.1995
rural,2,0.6207,70,daylight,clear,True,True,afternoon,False,False,2,0.2335
urban,6,0.3077,60,night,clear,True,True,morning,True,False,9,0.3925
urban,6,0.375,25,daylight,clear,True,True,morning,False,True,7,0.2899
highway,3,0.1326,45,night,clear,True,True,morning,True,True,6,0.3412
rural,4,0.162,25,dim,clear,False,True,afternoon,False,False,3,0.2912
highway,2,0.3415,70,daylight,clear,True,True,morning,False,False,1,0.3072
urban,6,0.1319,70,night,rainy,True,True,afternoon,False,True,1,0.2188
urban,2,0.46,45,daylight,clear,True,True,afternoon,False,True,8,0.252
rural,4,0.2885,60,daylight,clear,True,True,afternoon,False,True,5,0.3268
highway,2,0.4255,35,night,clear,False,True,afternoon,False,False,5,0.4325
rural,5,0.4725,45,daylight,rainy,True,True,evening,False,True,3,0.41
highway,5,0.2043,70,dim,clear,True,True,evening,False,True,2,0.4475
highway,1,0.3376,25,dim,clear,True,True,evening,False,False,5,0.3716
rural,4,0.1255,60,daylight,foggy,False,True,evening,False,True,7,0.4696
urban,5,0.5864,45,daylight,foggy,True,True,evening,False,True,9,0.418
rural,4,0.2669,35,daylight,clear,False,True,morning,False,False,7,0.2835
highway,3,0.2233,35,night,clear,True,True,afternoon,False,True,8,0.3923
urban,4,0.1591,60,night,clear,True,True,afternoon,False,False,7,0.3432
rural,1,0.2498,45,daylight,clear,True,False,morning,False,False,3,0.2995
rural,1,0.1363,35,night,foggy,False,True,afternoon,False,True,7,0.5348
urban,3,0.508,35,daylight,rainy,True,False,morning,False,False,8,0.3635
rural,4,0.3715,35,dim,clear,True,True,morning,False,True,0,0.3504
urban,6,0.3851,25,night,clear,True,True,morning,False,False,3,0.2014
highway,4,0.77,35,daylight,foggy,True,True,afternoon,False,False,10,0.5894
rural,5,0.3338,35,night,clear,True,True,morning,False,False,4,0.3332
highway,5,0.1941,35,daylight,clear,True,False,evening,True,False,10,0.4025
urban,1,0.1659,25,daylight,rainy,False,True,morning,False,False,3,0.2303
urban,4,0.0307,60,dim,rainy,True,True,morning,False,False,4,0.3138
highway,2,0.3203,35,dim,clear,True,True,afternoon,False,True,1,0.235
urban,5,0.7338,35,dim,clear,True,False,afternoon,False,False,3,0.2368
urban,4,0.0538,60,dim,rainy,True,True,afternoon,False,False,0,0.2303
urban,3,0.1079,60,night,foggy,True,True,morning,False,False,10,0.3366
rural,5,0.2956,35,dim,rainy,False,True,evening,False,False,7,0.5086
urban,1,0.2972,70,night,clear,False,False,evening,False,False,1,0.3458
rural,1,0.2472,70,night,clear,True,True,afternoon,False,False,9,0.4113
rural,1,0.2697,45,daylight,clear,True,True,afternoon,False,False,8,0.2521
rural,1,0.7461,25,daylight,rainy,True,True,evening,False,False,2,0.2978
highway,4,0.3562,45,daylight,clear,True,True,afternoon,False,False,7,0.2588
urban,6,0.1549,60,dim,rainy,True,True,evening,False,False,7,0.3815
rural,4,0.2329,35,dim,clear,True,True,afternoon,False,False,7,0.2721
urban,5,0.444,45,daylight,clear,True,True,morning,False,True,2,0.1562
highway,2,0.1792,35,daylight,clear,True,False,morning,False,False,6,0.2926
highway,1,0.4395,35,daylight,clear,True,True,evening,False,False,7,0.3805
urban,2,0.3633,45,daylight,foggy,True,True,afternoon,False,True,8,0.3085
urban,1,0.4424,35,daylight,clear,True,True,afternoon,False,False,6,0.2799
urban,5,0.1904,45,dim,clear,False,True,afternoon,False,False,8,0.3654
highway,3,0.3268,70,night,rainy,True,True,evening,False,False,1,0.4762
rural,1,0.2378,45,night,clear,True,True,evening,False,True,1,0.3489
highway,3,0.2624,25,daylight,clear,True,True,afternoon,False,True,2,0.1679
urban,6,0.3823,25,dim,clear,True,True,evening,False,False,2,0.2963
rural,1,0.2321,60,daylight,clear,False,False,afternoon,False,False,0,0.27
rural,2,0.6204,45,daylight,clear,True,False,morning,False,True,7,0.3941
highway,6,0.0935,35,daylight,clear,True,True,evening,False,False,7,0.3346
urban,1,0.5239,25,daylight,rainy,True,True,morning,False,True,7,0.2997
urban,2,0.0807,25,dim,clear,True,False,afternoon,False,False,3,0.1495
highway,3,0.1003,70,daylight,clear,True,False,morning,False,False,6,0.248
urban,4,0.285,25,dim,clear,True,True,morning,False,True,1,0.1717
rural,6,0.1738,25,daylight,rainy,True,False,afternoon,False,False,4,0.1991
rural,3,0.2579,60,daylight,rainy,True,True,afternoon,False,False,6,0.4224
urban,4,0.2887,45,night,clear,False,True,afternoon,False,False,9,0.3583
urban,5,0.2225,35,dim,clear,False,False,afternoon,False,True,4,0.2694
rural,5,0.1165,35,daylight,clear,False,True,evening,True,False,3,0.3146
urban,5,0.2683,45,night,clear,True,True,afternoon,False,False,8,0.3232
urban,6,0.3704,25,dim,clear,True,True,afternoon,False,False,3,0.2256
rural,5,0.1687,25,dim,clear,True,True,evening,False,True,2,0.3303
highway,1,0.1776,35,daylight,rainy,True,False,evening,False,False,2,0.2662
rural,6,0.1807,35,daylight,clear,True,True,afternoon,False,False,3,0.2756
highway,3,0.5474,35,night,rainy,True,True,evening,False,True,6,0.5929
highway,2,0.217,60,night,clear,True,True,morning,False,False,0,0.3083
highway,1,0.0824,60,daylight,clear,True,True,afternoon,True,True,7,0.345
highway,6,0.2191,25,daylight,clear,True,True,morning,False,True,3,0.2536
rural,6,0.5983,45,daylight,clear,True,True,morning,False,False,7,0.4046
rural,1,0.1756,60,daylight,clear,False,True,afternoon,False,True,6,0.4324
rural,5,0.2224,45,daylight,clear,True,True,morning,False,True,7,0.3606
highway,6,0.4296,25,daylight,clear,False,True,afternoon,False,False,10,0.4372
rural,1,0.3628,45,night,rainy,False,True,morning,False,True,10,0.5435
rural,2,0.3422,35,night,clear,False,True,morning,False,False,6,0.3392
urban,3,0.1415,25,daylight,clear,True,True,morning,False,False,5,0.2066
highway,5,0.2696,35,daylight,clear,True,True,evening,False,True,10,0.3391
urban,5,0.3414,35,daylight,clear,True,True,afternoon,False,True,2,0.1971
urban,2,0.0483,35,daylight,foggy,True,False,evening,False,True,7,0.3345
rural,1,0.1849,45,daylight,clear,True,True,afternoon,True,True,4,0.3106
urban,2,0.3336,35,daylight,clear,True,True,evening,False,False,2,0.2376
urban,4,0.2579,45,night,clear,True,True,evening,True,True,0,0.3393
urban,3,0.098,45,dim,clear,False,False,afternoon,False,False,10,0.2882
urban,3,0.0273,45,night,clear,True,True,afternoon,False,True,2,0.2504
urban,2,0.3158,60,dim,clear,True,True,morning,False,True,0,0.2477
rural,6,0.3741,25,daylight,clear,True,False,afternoon,False,False,10,0.4166
highway,6,0.3577,45,daylight,foggy,True,True,afternoon,False,True,9,0.5892
urban,3,0.8113,60,daylight,rainy,True,True,afternoon,False,False,2,0.222
rural,3,0.2611,45,daylight,clear,True,True,afternoon,False,True,9,0.3413
highway,6,0.4871,35,daylight,clear,True,True,morning,False,True,2,0.2818
urban,1,0.4279,35,dim,clear,True,True,afternoon,False,False,1,0.2142
rural,5,0.5484,70,night,clear,True,True,morning,False,True,3,0.4656
urban,5,0.137,45,daylight,clear,True,True,evening,False,True,0,0.1893
rural,5,0.1376,45,daylight,rainy,True,True,afternoon,False,True,1,0.2957
urban,2,0.1809,35,daylight,clear,True,True,evening,False,True,7,0.1787
highway,2,0.0999,60,night,clear,True,True,morning,False,False,4,0.2585
urban,5,0.168,45,daylight,clear,True,True,evening,False,False,6,0.2577
rural,4,0.5584,45,dim,clear,False,False,evening,False,True,8,0.5001
urban,4,0.1029,60,night,clear,True,True,morning,False,True,4,0.3283
rural,1,0.0461,60,daylight,rainy,True,True,afternoon,False,True,2,0.3654
urban,2,0.2472,60,daylight,clear,True,True,afternoon,False,True,7,0.222
urban,5,0.4059,35,night,clear,True,True,afternoon,False,False,2,0.2307
urban,4,0.1458,60,daylight,clear,False,True,afternoon,False,False,3,0.2339
urban,5,0.0947,25,dim,clear,True,False,morning,False,False,5,0.1611
rural,3,0.2892,25,dim,foggy,True,False,evening,False,False,4,0.3829
urban,4,0.067,45,dim,foggy,True,True,morning,False,True,0,0.2378
rural,5,0.1936,25,night,clear,False,True,afternoon,False,False,7,0.4316
rural,2,0.3315,60,night,clear,True,True,evening,False,False,6,0.4504
urban,2,0.4253,60,daylight,clear,True,False,afternoon,False,True,10,0.2771
urban,3,0.1924,45,daylight,clear,True,True,afternoon,False,True,2,0.2648
highway,3,0.4528,35,night,clear,True,True,afternoon,False,True,3,0.3648
rural,1,0.2899,45,night,foggy,True,True,morning,False,True,1,0.3297
urban,5,0.3854,45,daylight,clear,True,True,afternoon,False,False,5,0.2351
rural,4,0.2553,70,daylight,clear,False,False,afternoon,False,True,2,0.3952
highway,4,0.2618,25,daylight,clear,True,True,evening,False,False,0,0.2015
urban,6,0.0952,45,daylight,clear,False,True,evening,False,False,5,0.2431
rural,6,0.2364,35,night,clear,True,True,evening,False,True,9,0.4458
urban,4,0.1738,60,daylight,rainy,False,True,morning,False,True,10,0.3526
urban,1,0.1504,35,night,clear,True,True,afternoon,True,False,5,0.2947
urban,5,0.4634,45,daylight,rainy,True,True,afternoon,False,False,10,0.3306
rural,3,0.2216,60,dim,clear,True,False,morning,True,False,2,0.327
rural,1,0.2677,60,daylight,clear,True,True,afternoon,True,True,1,0.2157
urban,3,0.3284,45,daylight,rainy,True,True,evening,False,True,8,0.371
urban,1,0.1391,70,dim,clear,True,True,afternoon,True,True,2,0.1806
rural,1,0.1636,45,daylight,clear,True,True,morning,False,False,5,0.2448
urban,4,0.3773,25,night,clear,False,False,afternoon,False,False,7,0.3235
rural,1,0.5309,60,night,rainy,True,True,afternoon,True,True,4,0.6085
urban,4,0.1426,25,night,clear,True,True,evening,False,False,0,0.2261
highway,6,0.2956,45,dim,rainy,True,False,morning,False,True,1,0.3102
urban,4,0.0748,35,daylight,clear,True,True,afternoon,False,False,2,0.1191
rural,4,0.1608,45,dim,clear,False,True,afternoon,False,True,4,0.3685
urban,2,0.1677,25,night,rainy,True,True,afternoon,False,False,3,0.2382
rural,6,0.2378,60,daylight,clear,True,True,morning,False,True,3,0.3464
highway,4,0.0872,45,daylight,rainy,False,True,afternoon,False,False,8,0.388
urban,6,0.313,25,daylight,clear,True,True,evening,False,False,10,0.2735
rural,5,0.3584,60,daylight,clear,True,False,afternoon,False,False,7,0.3394
urban,5,0.0379,45,daylight,clear,True,True,evening,False,False,3,0.2288
urban,1,0.0732,35,dim,foggy,True,True,afternoon,False,False,6,0.2943
highway,3,0.3668,35,night,clear,True,True,morning,False,False,5,0.3853
urban,5,0.4405,45,dim,clear,True,False,evening,False,True,6,0.3741
urban,6,0.191,60,daylight,clear,False,True,afternoon,False,True,0,0.2746
urban,3,0.4177,45,daylight,clear,True,True,afternoon,True,False,2,0.2191
rural,4,0.3385,45,daylight,foggy,True,True,afternoon,False,False,0,0.2919
highway,3,0.3066,60,dim,clear,True,True,morning,False,True,9,0.2608
urban,4,0.1977,60,night,clear,True,True,evening,False,False,3,0.2833
rural,2,0.3054,25,dim,clear,True,True,morning,False,True,4,0.3198
urban,6,0.2369,45,night,clear,False,False,evening,False,False,4,0.3523
urban,1,0.3093,45,daylight,clear,False,True,morning,False,False,6,0.1705
rural,3,0.458,25,night,clear,True,True,morning,False,True,7,0.4115
rural,3,0.1515,70,dim,clear,True,True,morning,False,True,6,0.3442
urban,6,0.2514,45,daylight,clear,True,False,evening,False,False,4,0.2734
highway,3,0.4312,25,night,clear,True,True,morning,False,True,6,0.3784
urban,1,0.0858,45,daylight,rainy,False,False,afternoon,False,False,5,0.2562
urban,2,0.0254,45,daylight,clear,True,True,afternoon,False,True,9,0.2519
highway,1,0.3779,35,daylight,clear,True,True,evening,False,True,2,0.32
rural,5,0.2346,25,night,clear,True,True,evening,False,False,1,0.3002
highway,1,0.6397,35,daylight,clear,True,True,morning,True,False,3,0.2656
rural,5,0.5137,70,daylight,clear,True,True,morning,False,True,5,0.3191
urban,3,0.2199,60,dim,clear,True,True,morning,False,False,7,0.3442
rural,2,0.6655,45,night,foggy,True,True,afternoon,False,False,3,0.4716
urban,4,0.3731,35,night,clear,True,True,evening,False,True,0,0.2753
rural,2,0.3152,35,daylight,rainy,True,True,morning,True,True,9,0.4161
rural,5,0.5359,45,daylight,clear,True,True,morning,False,False,6,0.2597
highway,2,0.3404,70,night,clear,True,True,afternoon,False,False,6,0.3981
rural,6,0.4956,45,daylight,foggy,True,True,evening,False,False,8,0.4973
urban,3,0.2725,25,daylight,clear,True,True,morning,False,True,9,0.1807
rural,1,0.3008,25,daylight,clear,True,True,morning,False,False,9,0.3254
urban,5,0.1834,25,daylight,rainy,True,True,morning,False,True,7,0.3011
rural,5,0.6496,70,night,clear,True,True,afternoon,False,False,1,0.4103
rural,5,0.5171,45,daylight,foggy,False,True,afternoon,False,False,10,0.5121
urban,3,0.252,70,daylight,clear,True,True,morning,False,False,3,0.1715
highway,2,0.3257,45,night,rainy,True,True,afternoon,False,False,0,0.4066
highway,5,0.2438,35,daylight,clear,False,True,afternoon,False,False,3,0.2922
highway,4,0.4922,45,night,rainy,True,True,evening,False,False,8,0.491
urban,5,0.2141,35,daylight,foggy,True,True,morning,True,True,0,0.2905
rural,2,0.3381,60,daylight,clear,True,True,afternoon,False,True,7,0.3399
highway,2,0.2269,70,dim,clear,True,True,morning,False,True,2,0.3828
rural,4,0.5918,70,daylight,foggy,True,True,afternoon,False,True,9,0.5487
urban,1,0.0742,35,daylight,rainy,True,True,afternoon,False,True,5,0.2026
highway,5,0.2572,45,daylight,clear,True,True,evening,False,True,7,0.3511
highway,2,0.3008,25,daylight,foggy,True,True,afternoon,False,True,0,0.3187
rural,4,0.6857,70,night,clear,True,True,afternoon,False,True,10,0.5864
urban,4,0.3835,45,daylight,clear,True,True,evening,False,True,2,0.2166
urban,3,0.1951,60,dim,clear,True,False,afternoon,False,True,0,0.2177
rural,2,0.2901,60,dim,rainy,True,True,morning,False,False,8,0.3853
rural,6,0.3401,45,daylight,rainy,False,True,evening,False,False,3,0.3871
rural,2,0.3376,60,dim,rainy,False,True,evening,False,True,10,0.5782
urban,2,0.052,25,daylight,clear,False,True,morning,False,False,8,0.2381
urban,3,0.2357,45,daylight,clear,True,True,morning,False,True,10,0.3264
urban,6,0.3014,25,daylight,foggy,True,True,afternoon,False,False,5,0.2589
urban,4,0.1284,45,daylight,clear,True,True,afternoon,False,False,10,0.2541
rural,4,0.0395,45,dim,clear,True,True,afternoon,False,True,8,0.3976
urban,1,0.2412,60,night,rainy,True,True,evening,False,False,7,0.4227
rural,4,0.1613,70,night,clear,True,True,evening,False,False,10,0.5467
rural,6,0.2756,35,daylight,rainy,True,True,morning,False,False,3,0.2766
urban,2,0.324,60,daylight,clear,True,True,afternoon,False,True,6,0.3069
highway,3,0.4716,45,dim,rainy,True,True,afternoon,False,True,9,0.41
rural,6,0.1642,45,daylight,clear,True,True,afternoon,False,False,1,0.2426
rural,6,0.37,60,daylight,clear,True,True,afternoon,False,True,9,0.5116
highway,6,0.1609,35,daylight,foggy,True,False,morning,False,False,5,0.3807
urban,1,0.2492,45,daylight,clear,True,True,morning,True,True,2,0.1537
urban,4,0.4324,35,night,clear,True,True,afternoon,False,False,9,0.3484
urban,3,0.3342,45,night,clear,True,True,morning,False,True,7,0.3222
rural,5,0.5023,35,night,foggy,True,True,evening,False,True,10,0.5759
rural,4,0.4225,35,daylight,rainy,True,False,afternoon,False,False,3,0.3146
rural,3,0.2163,70,daylight,rainy,True,True,afternoon,False,True,0,0.2594
urban,2,0.2532,45,dim,clear,True,True,evening,False,False,10,0.2891
urban,6,0.3783,45,daylight,clear,True,False,morning,False,False,10,0.3598
urban,6,0.3126,45,night,rainy,True,True,afternoon,False,False,0,0.2833
urban,5,0.3994,70,daylight,clear,True,True,evening,False,True,9,0.3569
rural,1,0.3974,60,dim,clear,True,True,afternoon,False,False,5,0.3381
rural,1,0.3831,25,night,rainy,False,False,evening,True,False,10,0.6015
urban,2,0.1781,70,daylight,foggy,True,True,evening,False,True,5,0.3262
urban,3,0.0953,35,night,foggy,False,True,evening,False,True,3,0.4767
urban,5,0.0828,70,night,clear,False,True,afternoon,False,False,10,0.3899
rural,4,0.2308,60,daylight,rainy,False,True,afternoon,False,True,6,0.394
highway,2,0.1169,45,dim,foggy,True,False,evening,False,False,1,0.3739
urban,6,0.273,35,night,clear,False,True,afternoon,False,True,6,0.3566
highway,6,0.3915,25,dim,clear,False,False,afternoon,False,True,7,0.426
highway,2,0.1608,45,daylight,clear,True,True,evening,True,True,3,0.3411
urban,2,0.2001,45,dim,rainy,True,True,evening,False,False,7,0.3466
highway,2,0.289,60,daylight,clear,True,True,morning,False,True,2,0.272
rural,4,0.1145,45,daylight,clear,True,True,evening,False,False,9,0.3799
highway,2,0.1399,70,daylight,rainy,True,False,evening,False,True,5,0.5331
rural,1,0.3308,45,daylight,clear,True,True,afternoon,False,False,3,0.2956
urban,1,0.6572,25,night,rainy,True,True,afternoon,False,False,3,0.244
highway,6,0.1063,45,night,clear,False,False,afternoon,False,True,1,0.4124
urban,2,0.2416,45,dim,foggy,True,True,evening,False,False,5,0.407
highway,6,0.0398,45,dim,rainy,True,True,morning,False,True,8,0.4429
urban,3,0.4139,60,dim,clear,True,True,morning,False,False,7,0.2775
rural,1,0.4971,45,daylight,foggy,False,True,afternoon,False,True,0,0.4182
